BU_CODE;I01_buurtcode;I02_buurtnaam;I03_wijkcode;I04_wijknaam;I05_gemeentecode;I06_gemeentenaam;I07_energieregionaam;I08_provincienaam;I09_aantal_woningen;I10_aantal_utiliteit;I11_woningequivalenten;I12_opp_woningen;I13_opp_utiliteit;Uitgesloten;Woning_H01_Vraag_Totaal;Woning_H02_Vraag_Ruimteverwarming;Woning_H03_Vraag_Tapwater;Woning_H04_Vraag_Ventilatie;Woning_H05_Vraag_Koude;Woning_H06_Vraag_Apparaten;Woning_H07_Vraag_perhectare;Woning_H08_Input_Totaal;Woning_H09_Input_Aardgas;Woning_H10_Input_Duurzaamgas;Woning_H11_Input_Elektriciteit;Woning_H12_Input_MTwarmte;Woning_H13_Input_LTwarmte;Woning_H14_Saldo_Omgevingswarmte;Woning_H19_Waarde_hernieuwbaar_gas;Woning_H21_CapaciteitsvraagE;Woning_A01_Aansl_aardgas;Woning_A02_Aansl_eWP;Woning_A03_Aansl_MT;Woning_A04_Aansl_LT;Woning_A05_Aansl_hWP_HG;Woning_A06_Aansl_HR_HG;Woning_A10_Aansl_LT_WKO;Woning_A11_Aansl_LT_LT15_30;Woning_A12_Aansl_LT_LT15_50;Woning_A13_Aansl_LT_LT15_70;Woning_A14_Aansl_LT_LT30_30;Woning_A15_Aansl_LT_LT30_50;Woning_A16_Aansl_LT_LT30_70;Woning_A17_Aansl_LT_TEO;Woning_A18_Aansl_LT_BuurtWKO;Woning_A19_Aansl_MT_Restwarmte;Woning_A20_Aansl_MT_Geothermie;Woning_A21_Aansl_MT_WijkWKK;Woning_A22_Aansl_MT_BioWKK;Woning_A23_Aansl_H2;Woning_A30_Aansl_LabelA;Woning_A31_Aansl_LabelB;Woning_A32_Aansl_LabelC;Woning_A33_Aansl_LabelD;Woning_A34_Aansl_LabelE;Woning_A35_Aansl_LabelF;Util_H01_Vraag_Totaal;Util_H02_Vraag_Ruimteverwarming;Util_H03_Vraag_Tapwater;Util_H04_Vraag_Ventilatie;Util_H05_Vraag_Koude;Util_H06_Vraag_Apparaten;Util_H07_Vraag_perhectare;Util_H08_Input_Totaal;Util_H09_Input_Aardgas;Util_H10_Input_Duurzaamgas;Util_H11_Input_Elektriciteit;Util_H12_Input_MTwarmte;Util_H13_Input_LTwarmte;Util_H14_Saldo_Omgevingswarmte;Util_H19_Waarde_hernieuwbaar_gas;Util_H21_CapaciteitsvraagE;Util_A01_Aansl_aardgas;Util_A02_Aansl_eWP;Util_A03_Aansl_MT;Util_A04_Aansl_LT;Util_A05_Aansl_hWP_HG;Util_A06_Aansl_HR_HG;Util_A10_Aansl_LT_WKO;Util_A11_Aansl_LT_LT15_30;Util_A12_Aansl_LT_LT15_50;Util_A13_Aansl_LT_LT15_70;Util_A14_Aansl_LT_LT30_30;Util_A15_Aansl_LT_LT30_50;Util_A16_Aansl_LT_LT30_70;Util_A17_Aansl_LT_TEO;Util_A18_Aansl_LT_BuurtWKO;Util_A19_Aansl_MT_Restwarmte;Util_A20_Aansl_MT_Geothermie;Util_A21_Aansl_MT_WijkWKK;Util_A22_Aansl_MT_BioWKK;Util_A23_Aansl_H2;Util_A30_Aansl_LabelA;Util_A31_Aansl_LabelB;Util_A32_Aansl_LabelC;Util_A33_Aansl_LabelD;Util_A34_Aansl_LabelE;Util_A35_Aansl_LabelF;H15_CO2_uitstoot;H16_Nat_meerkost;H17_Nat_meerkost_CO2;H18_Nat_meerkost_WEQ;nr_OrgEntity
BU03631000;BU03631000;Coenhaven/Mercuriushaven;WK036310;Westelijk Havengebied;GM0363;Amsterdam;Noord-Holland Zuid;Noord-Holland;14577;229;16362;1209968;232015;False;363774;162922;55405;1;0;145446;1515;363774;0;233486;166516;0;40066;-76293;0;6;0;3;0;2571;0;12003;0;0;0;0;0;0;2571;0;0;0;0;0;0;0;14573;4;0;0;0;0;162636;37900;1198;0;29200;94338;271;162636;0;0;130235;0;40066;-7664;0;6612;0;229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;229;0;0;0;0;0;15439605;3096;15439605;126
BU03631001;BU03631001;Alfa-driehoek;WK036310;Westelijk Havengebied;GM0363;Amsterdam;Noord-Holland Zuid;Noord-Holland;1736;48;2220;144022;62814;False;43325;19398;6605;0;0;17321;640;43325;0;27771;20107;0;5402;-9956;0;3;0;2;0;347;0;1387;0;0;0;0;0;0;347;0;0;0;0;0;0;0;1734;2;0;0;0;0;48752;14732;435;0;8871;24714;373;48752;0;0;33750;0;5402;9600;0;1790;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;2213578;1622;2213578;127
BU03631100;BU03631100;Sloterdijk II;WK036311;Bedrijventerrein Sloterdijk;GM0363;Amsterdam;Noord-Holland Zuid;Noord-Holland;8;80;749;688;96293;False;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;18;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;80;0;0;0;0;0;0;0;0;134
BU03631105;BU03631105;Teleport;WK036311;Bedrijventerrein Sloterdijk;GM0363;Amsterdam;Noord-Holland Zuid;Noord-Holland;4275;441;9163;334868;635339;False;105458;45780;18073;0;0;41604;747;105458;0;60735;186375;129135;28729;-299516;0;908;0;77;339;1676;0;128;0;0;0;0;0;0;1676;0;0;339;0;0;0;0;3670;247;0;0;0;0;482014;143477;5345;0;91293;241898;1742;482014;0;34901;296241;129135;28729;-6992;0;18107;0;181;247;13;0;0;0;0;0;0;0;0;13;0;0;247;0;0;0;0;0;441;0;0;0;0;0;6601982;491;6601982;138
BU03631200;BU03631200;Houthavens West;WK036312;Houthavens;GM0363;Amsterdam;Noord-Holland Zuid;Noord-Holland;1265;60;1751;131503;63140;False;32549;12256;9739;0;0;10555;730;32549;0;1461;20953;5406;813;3917;0;1898;0;1034;190;41;0;0;0;0;0;0;0;0;41;0;0;190;0;0;0;0;0;956;0;0;0;0;35987;7063;591;0;7259;21074;254;35987;0;1461;26959;5406;813;1348;0;1799;0;51;9;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;60;0;0;0;0;0;725734;348;725734;141
BU03631305;BU03631305;Spaarndammerbuurt Noordwest;WK036313;Spaarndammer- en Zeeheldenbuurt;GM0363;Amsterdam;Noord-Holland Zuid;Noord-Holland;1074;6;1158;71680;10897;False;30990;13354;8206;514;0;8916;1808;30990;0;0;16775;0;261;13953;0;1611;0;1067;0;7;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;1074;0;0;0;0;7214;2791;388;0;2861;1173;267;7214;0;0;2998;0;261;3954;0;311;0;5;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1657658;748;1657658;148
BU03631306;BU03631306;Westergasfabriek;WK036313;Spaarndammer- en Zeeheldenbuurt;GM0363;Amsterdam;Noord-Holland Zuid;Noord-Holland;0;39;164;0;21269;False;0;0;0;0;0;0;0;0;0;0;1;1;0;-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13468;3055;404;0;4091;5918;147;13468;0;0;8026;1;0;5440;0;606;0;37;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;39;0;0;0;0;0;155669;278;155669;149
BU03631307;BU03631307;Overbraker Binnenpolder;WK036313;Spaarndammer- en Zeeheldenbuurt;GM0363;Amsterdam;Noord-Holland Zuid;Noord-Holland;1237;8;1365;102894;16611;False;30954;13883;4728;1;0;12341;295;30954;0;17526;15491;3508;8335;-13907;0;8;0;3;1;533;0;504;0;0;0;0;0;0;533;0;0;1;0;0;0;0;1232;4;0;0;0;0;10863;1257;100;0;2443;7063;21;10863;0;948;11303;3508;8335;-13232;0;473;0;7;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;8;0;0;0;0;0;1048219;796;1048219;150
BU03633600;BU03633600;Woon- en Groengebied Sloterdijk;WK036336;Sloterdijk;GM0363;Amsterdam;Noord-Holland Zuid;Noord-Holland;226;14;650;17195;55018;False;6143;2847;1359;19;0;1918;81;6143;0;0;4988;0;4294;-3139;0;339;0;39;0;187;0;0;0;0;0;0;0;0;187;0;0;0;0;0;0;0;0;226;0;0;0;0;41538;10799;608;0;9533;20598;219;41538;0;0;26833;0;4294;10411;0;1568;0;9;0;5;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;14;0;0;0;0;0;548680;468;548680;235
BU03633601;BU03633601;Bedrijventerrein Sloterdijk I;WK036336;Sloterdijk;GM0363;Amsterdam;Noord-Holland Zuid;Noord-Holland;5534;91;6952;459533;184233;False;138197;61885;21090;7;0;55215;1218;138197;0;88360;93474;0;86817;-130454;0;21;0;13;0;5521;0;0;0;0;0;0;0;0;5521;0;0;0;0;0;0;0;5520;13;0;0;0;0;129307;34056;1219;0;23962;70070;518;129307;0;0;119546;0;86817;-77055;0;5251;0;89;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;91;0;0;0;0;0;8731392;878;8731392;236
